wavelength_nm,frequency_thz,theta_air_raw_deg,theta_prism_deg,r0_reflectance_fraction,power_norm_std,prepump_rows,delay_min_ps,delay_max_ps
1200.0,249.82704833333332,50.0,48.33098020445266,0.08411532614484718,0.001202599675535863,11.0,-0.6,-0.4
1200.0,249.82704833333332,51.0,48.99593175024939,0.09723456088510893,0.001127103375436133,11.0,-0.6,-0.4
1200.0,249.82704833333332,52.0,49.66020260140331,0.10902889431994561,0.0019249383391317578,11.0,-0.6,-0.4
1200.0,249.82704833333332,53.0,50.32367774142317,0.12318689368439563,0.001367641000266624,11.0,-0.6,-0.4
1200.0,249.82704833333332,54.0,50.98624142888759,0.13194265809429778,0.001429038643801985,11.0,-0.6,-0.4
1200.0,249.82704833333332,55.0,51.64777709282861,0.14264332593867135,0.001325945547823914,11.0,-0.6,-0.4
1200.0,249.82704833333332,56.0,52.30816722772388,0.1543935797943109,0.0007958384705998196,11.0,-0.6,-0.4
1200.0,249.82704833333332,57.0,52.96729328806785,0.16666616680620006,0.0014604410351741028,11.0,-0.6,-0.4
1200.0,249.82704833333332,58.0,53.62503558250019,0.1732627918895194,0.0011409020131074707,11.0,-0.6,-0.4
1200.0,249.82704833333332,59.0,54.28127316747721,0.18289550711395564,0.0011611891242417625,11.0,-0.6,-0.4
1200.0,249.82704833333332,60.0,54.93588374048224,0.18452607094088716,0.00138736009725375,11.0,-0.6,-0.4
1210.0,247.76236198347107,35.0,38.35222290717139,0.03375390954611559,0.0011707727580707588,11.0,-0.6,-0.4
1210.0,247.76236198347107,36.0,39.01375857111241,0.032962754616001615,0.0009834319709932002,11.0,-0.6,-0.4
1210.0,247.76236198347107,37.0,39.67632225857683,0.03205867770976081,0.0014850307113608598,11.0,-0.6,-0.4
1210.0,247.76236198347107,38.0,40.33979739859669,0.02946976447155005,0.0006578614857926799,11.0,-0.6,-0.4
1210.0,247.76236198347107,39.0,41.00406824975061,0.02832695316191395,0.0010855778629551682,11.0,-0.6,-0.4
1210.0,247.76236198347107,40.0,41.66901979554734,0.02528111507524045,0.0011373570373070967,11.0,-0.6,-0.4
1210.0,247.76236198347107,41.0,42.33453764016517,0.022177752263834453,0.000839431513096233,11.0,-0.6,-0.4
1210.0,247.76236198347107,42.0,43.000507904505824,0.01974103088118392,0.0010605568939521027,11.0,-0.6,-0.4
1210.0,247.76236198347107,43.0,43.66681712251742,0.019165658744572697,0.0009920879447389318,11.0,-0.6,-0.4
1210.0,247.76236198347107,44.0,44.33335213773696,0.01443496825125074,0.001399556416444488,11.0,-0.6,-0.4
1210.0,247.76236198347107,45.0,45.0,0.014642476627243873,0.0010997587885088673,11.0,-0.6,-0.4
1210.0,247.76236198347107,46.0,45.66664786226304,0.020949469783438174,0.001248654393129775,11.0,-0.6,-0.4
1210.0,247.76236198347107,47.0,46.33318287748258,0.030221423780969477,0.0011620377139836193,11.0,-0.6,-0.4
1210.0,247.76236198347107,48.0,46.999492095494176,0.04111366919548229,0.0009487668929695069,11.0,-0.6,-0.4
1210.0,247.76236198347107,49.0,47.66546235983483,0.05240117503718078,0.0014114287971940995,11.0,-0.6,-0.4
1210.0,247.76236198347107,50.0,48.33098020445266,0.0638407490589007,0.0010307581162940361,11.0,-0.6,-0.4
